time,000001.OF,000011.OF,000021.OF,000020.OF,000039.OF,000017.OF,000029.OF,000030.OF,000126.OF,000057.OF,000066.OF,000083.OF,000073.OF,000082.OF,000117.OF,000136.OF,000120.OF,000056.OF,000173.OF,000127.OF,000264.OF,000209.OF,000172.OF,000242.OF,000220.OF,000251.OF,000167.OF,000263.OF,000294.OF,000199.OF
20220610,6.60192859,34.90676169,5.8138407,3.81066628,3.7922,3.82741205,3.68663555,2.46666546,5.07175991,2.222,2.45941328,6.736,2.448,3.49927207,2.65,5.11497338,2.55856132,2.513,3.48320006,3.75385176,1.2741637,4.108,3.24076532,3.91283138,3.768,4.0765866,2.668425,4.53228359,4.50964975,1.6383
20220613,6.61484822,34.66261506,5.8138407,3.74537788,3.8108,3.78079946,3.64730527,2.44278375,5.08950085,2.206,2.45235655,6.596,2.4613,3.47977751,2.589,5.07768884,2.5492537,2.477,3.4653203,3.72588179,1.29164194,4.1656,3.22594797,3.93020069,3.707,3.97576954,2.61085,4.50174734,4.48744688,1.6271
20220614,6.54379028,34.64813178,5.77063806,3.72796764,3.7701,3.82223288,3.66812718,2.43260163,5.02619794,2.219,2.45433243,6.658,2.4762,3.49537316,2.598,5.0905054,2.56890312,2.482,3.46979024,3.75079621,1.29950714,4.1403,3.24499884,3.93967486,3.7,4.0586997,2.621425,4.48765369,4.55158851,1.644
20220615,6.52441084,34.86744995,5.79532528,3.71926252,3.7568,3.84294959,3.68547878,2.42501132,4.92136508,2.23,2.46661115,6.76,2.467,3.52266553,2.629,5.09516597,2.5751082,2.494,3.47202521,3.76219574,1.27765934,4.0864,3.26404972,3.94599097,3.711,4.16602108,2.6602,4.49822393,4.54172056,1.6618
20220616,6.55025009,35.08469907,5.84058519,3.74211346,3.8273,3.88697259,3.65308913,2.43038008,4.99044724,2.236,2.46294165,6.764,2.4759,3.52071607,2.641,5.08584483,2.57200566,2.518,3.44855803,3.77500551,1.27591152,4.1293,3.24923237,3.96020222,3.765,4.07008227,2.6837,4.52641123,4.5700909,1.6527
20220617,6.6083884,35.94748845,5.90847505,3.80196116,3.9297,3.96983943,3.69241942,2.47943939,5.12336993,2.267,2.49342674,6.901,2.5451,3.55580627,2.714,5.14526707,2.60406524,2.572,3.49996233,3.83494116,1.29076802,4.2706,3.28733412,4.00283598,3.858,4.06683011,2.73775,4.60392632,4.63546602,1.6762
20220620,6.68590615,36.87234901,5.98047944,3.82807652,3.9937,4.07342298,3.70630069,2.50035903,5.23236922,2.295,2.48933384,7.002,2.5678,3.58114918,2.75,5.18371676,2.61233868,2.619,3.49996233,3.85574236,1.29076802,4.3419,3.29368441,4.0265214,3.911,4.07496051,2.8106,4.63681151,4.71317607,1.6851
20220621,6.6083884,36.70475683,5.95784949,3.81066628,3.9657,4.05788545,3.68547878,2.49943338,5.19796254,2.292,2.47183314,6.996,2.5451,3.567503,2.733,5.1487625,2.59786016,2.609,3.48767,3.82565701,1.27503761,4.273,3.28098383,3.99967792,3.897,4.11886472,2.809425,4.61449656,4.67370429,1.683
20220622,6.54379028,36.08404504,5.88790236,3.75843556,3.9421,3.99573532,3.64730527,2.4825866,5.29634415,2.272,2.44699343,6.896,2.5207,3.52461498,2.688,5.0683677,2.57821074,2.583,3.44408809,3.78205677,1.26455066,4.2669,3.24923237,3.95072806,3.841,4.0586997,2.773,4.56047089,4.65396841,1.6647
20220623,6.71820522,36.87855613,6.04425476,3.84439862,4.0612,4.03457915,3.71671165,2.53201617,5.41569232,2.309,2.48284164,6.985,2.6002,3.58309864,2.708,5.21051502,2.62371466,2.618,3.51448963,3.83940695,1.34407666,4.3863,3.3000347,4.01704723,3.842,4.14162986,2.80355,4.66499881,4.74771386,1.7001
20220624,6.88616035,37.76824302,6.15123273,3.89989376,4.1406,4.13039393,3.7444742,2.56552461,5.52375081,2.338,2.49991894,7.103,2.6171,3.63768338,2.788,5.25595556,2.65060334,2.655,3.53236939,3.88194951,1.35631142,4.4382,3.32966939,4.05178585,3.991,4.12374296,2.88345,4.74016496,4.80815501,1.7253
20220627,6.93783885,38.47171637,6.18209175,3.93036168,4.1182,4.23138789,3.78033416,2.61495419,5.53194928,2.38,2.52504092,7.271,2.6302,3.66887467,2.843,5.2652767,2.66197932,2.704,3.58712614,3.94799624,1.3834027,4.4956,3.35507056,4.0659971,4.055,4.19691664,2.9187,4.74956072,4.92040286,1.7464
20220628,7.0153566,38.75724379,6.24380981,3.9662703,4.1502,4.24174624,3.80578317,2.63420766,5.62186361,2.397,2.5302629,7.29,2.6179,3.68836922,2.853,5.30838695,2.67749202,2.728,3.61059332,3.94023986,1.40787223,4.5732,3.39317231,4.10863086,4.026,4.18716015,2.915175,4.76952673,4.96727559,1.7691
20220629,6.8603211,38.17998183,6.07922833,3.86724956,4.017,4.17959611,3.76066902,2.58459295,5.38585528,2.361,2.50542319,7.22,2.5659,3.63963284,2.829,5.18022133,2.6319881,2.68,3.56477645,3.89182126,1.3327158,4.3746,3.33601969,4.0265214,4.02,4.23756868,2.88815,4.66617328,4.85872822,1.7377
20220630,6.93137904,39.04070217,6.16357634,3.93036168,4.0427,4.30648596,3.80346962,2.64790724,5.47214079,2.415,2.54169481,7.459,2.6217,3.71566159,2.92,5.243139,2.66715022,2.744,3.66535008,3.96386156,1.34320274,4.4196,3.38258849,4.07547127,4.123,4.29122937,2.971575,4.72842025,4.97097606,1.7621
20220701,6.90553979,38.44068078,6.13477458,3.8901005,3.9955,4.25987336,3.81619413,2.64290874,5.37107116,2.396,2.54127141,7.367,2.6083,3.68641976,2.891,5.1988636,2.66508186,2.722,3.62847308,3.9122699,1.35281578,4.4046,3.38470525,4.07073418,4.061,4.26846423,2.931625,4.70493083,4.90190047,1.762
20220704,7.08641454,38.89380039,6.19032083,3.92165656,4.083,4.3194339,3.85783796,2.66697558,5.48961293,2.41,2.57923664,7.382,2.6314,3.7195605,2.935,5.18371676,2.69093636,2.73,3.64076541,3.9528146,1.37466358,4.4673,3.41010642,4.09599863,4.256,4.26521206,2.9516,4.75778202,4.96357511,1.7722
20220705,7.06057529,38.37447153,6.16769087,3.9009819,4.1,4.30648596,3.84511345,2.67104843,5.46353912,2.386,2.58629338,7.321,2.6102,3.70591432,2.945,5.13594594,2.70231234,2.706,3.63629547,3.92343438,1.37116793,4.5083,3.41857347,4.06283904,4.301,4.24082084,2.92105,4.72724578,4.92410334,1.7743
20220706,7.00889679,38.20067223,6.12448824,3.87813096,4.0897,4.22620871,3.78380448,2.63309688,5.46031349,2.352,2.5477636,7.154,2.58,3.65717794,2.878,5.11497338,2.66508186,2.666,3.56030651,3.85186417,1.38427661,4.4546,3.3762382,4.02494237,4.268,4.17089933,2.86465,4.7061053,4.84269281,1.7496
20220707,7.11225379,38.29584803,6.22117985,3.90751074,4.1923,4.205492,3.8046264,2.67382537,5.67938728,2.349,2.55510261,7.124,2.6249,3.67472303,2.849,5.17206534,2.69714144,2.676,3.55695405,3.88418241,1.42447656,4.5729,3.39528907,4.00915209,4.173,4.16602108,2.839975,4.75660755,4.91423539,1.7541
20220708,7.0153566,37.96893983,6.16357634,3.89880562,4.1264,4.21326077,3.80115608,2.63494817,5.49243535,2.344,2.55411467,7.144,2.5798,3.65327903,2.867,5.11846881,2.65991096,2.676,3.56924639,3.86291113,1.38689834,4.4579,3.37412143,4.0375746,4.208,4.14162986,2.828225,4.74721178,4.89203252,1.7493
20220711,6.95721829,37.41650634,6.0874574,3.84004606,4.0523,4.16923776,3.78380448,2.58718476,5.40950987,2.302,2.50612887,6.999,2.5284,3.588947,2.808,5.03574372,2.62268048,2.637,3.49213994,3.82189634,1.35805925,4.3228,3.32120234,4.00757306,4.146,4.11886472,2.7542,4.68731376,4.83159138,1.717
20220712,6.84094166,37.3089163,5.97225037,3.7812865,3.9644,4.11744599,3.77917739,2.58774015,5.29782256,2.288,2.49215653,6.939,2.4793,3.55190736,2.756,4.94369751,2.60820196,2.603,3.44073564,3.77735593,1.32747233,4.2297,3.29156765,3.97915056,4.006,4.14813419,2.70485,4.62036891,4.77115023,1.6997
20220713,6.82802203,37.37098748,6.01133847,3.79652046,4.0183,4.13557311,3.79305867,2.60014383,5.44257254,2.289,2.49653171,6.97,2.4977,3.56165463,2.782,4.98447748,2.62371466,2.62,3.45302797,3.80003746,1.32747233,4.2893,3.29580117,3.98546667,3.99,4.09284741,2.726,4.65442857,4.82048994,1.7005
20220714,6.94429866,37.67927433,6.10803009,3.85963258,4.0948,4.14852105,3.80115608,2.62050807,5.5959242,2.272,2.49130972,6.947,2.5602,3.59089646,2.804,5.0683677,2.637159,2.632,3.47761264,3.82859503,1.37903314,4.4638,3.29791794,3.98230862,4.095,4.05382145,2.720125,4.73664154,4.87106315,1.6975
20220715,6.88616035,37.67099817,6.06894199,3.84766304,4.0891,4.14075228,3.79305867,2.62235937,5.51514914,2.268,2.45376789,6.935,2.5536,3.567503,2.786,5.07535855,2.60716778,2.614,3.46867276,3.82530445,1.41661135,4.4639,3.25769943,3.95072806,4.034,3.99853468,2.7025,4.71432659,4.90560095,1.6783
20220718,6.85386129,38.2730886,6.09568648,3.83678164,4.0966,4.15628982,3.80693994,2.63642921,5.59068256,2.275,2.48241824,6.927,2.5712,3.59869428,2.792,5.15342307,2.61750958,2.631,3.50107982,3.86009063,1.4349635,4.512,3.28310059,3.99178278,3.976,4.0586997,2.708375,4.74368837,4.9302708,1.6907
20220719,6.80218278,37.93376616,6.03808296,3.83678164,4.0519,4.14334187,3.80115608,2.61199212,5.4370621,2.265,2.49145086,6.899,2.5474,3.59284592,2.77,5.16041392,2.60199688,2.621,3.48208257,3.87160767,1.42447656,4.4369,3.2767503,4.01231015,3.894,4.06520403,2.6837,4.74721178,4.90436745,1.6857
20220720,6.9119996,38.41792135,6.11625916,3.8846598,4.0867,4.20808159,3.81388058,2.63346714,5.42375639,2.273,2.50824589,6.959,2.5648,3.61428992,2.792,5.14526707,2.6216463,2.646,3.52342951,3.90416096,1.43408959,4.4609,3.29580117,4.05178585,3.932,4.07333443,2.694275,4.76130543,4.95987463,1.6944
20220721,6.87324072,37.90066153,6.10803009,3.86398514,4.0394,4.16405858,3.79768576,2.59718176,5.42012756,2.252,2.47437356,6.884,2.5279,3.58114918,2.77,5.13594594,2.59786016,2.631,3.49325742,3.8830072,1.43234177,4.4082,3.2534659,4.02178432,3.934,3.97576954,2.670775,4.73781601,4.92780382,1.6708
20220722,6.85386129,37.42685154,6.10597282,3.85092746,4.0199,4.13816269,3.79999931,2.59644124,5.45574385,2.251,2.46886931,6.877,2.5247,3.57335136,2.756,5.15575335,2.59372344,2.629,3.47202521,3.86843461,1.43059394,4.4331,3.25558266,4.00757306,3.881,3.9790217,2.6649,4.71432659,4.90313396,1.6689
20220725,6.8603211,37.14960027,6.04631203,3.82590024,3.9446,4.11744599,3.78264771,2.55145477,5.33558927,2.257,2.4712686,6.912,2.4945,3.56360409,2.753,5.07768884,2.57303984,2.629,3.47202521,3.85785773,1.39913311,4.3643,3.24076532,3.9759925,3.868,3.99203035,2.663725,4.70023294,4.86859616,1.6576
20220726,6.89907997,37.52823446,6.09157194,3.83895792,3.9682,4.14334187,3.79652899,2.57441083,5.43074525,2.287,2.49455582,6.974,2.5349,3.60259319,2.77,5.09866139,2.59268926,2.645,3.52119454,3.89875499,1.41835918,4.4034,3.27040001,4.00441501,3.873,4.06195186,2.68605,4.73899049,4.92410334,1.6683
20220727,6.93137904,37.32133053,6.10803009,3.83134094,3.985,4.10967722,3.81156704,2.59218326,5.5711944,2.276,2.50669341,6.872,2.5574,3.60259319,2.723,5.12545966,2.60716778,2.629,3.5167246,3.90944939,1.46030695,4.4796,3.26616648,4.00757306,3.817,4.04731713,2.6602,4.75778202,4.93397128,1.6647
20220728,6.95721829,37.29236398,6.13477458,3.84222234,3.9403,4.07860216,3.8173509,2.57255953,5.56729677,2.28,2.52221822,6.841,2.5416,3.60259319,2.707,5.11730366,2.60820196,2.626,3.51448963,3.89922508,1.47516346,4.4199,3.25981619,4.02020529,3.795,4.03268239,2.62965,4.75190967,4.91423539,1.6646
20220729,6.87970054,36.99442233,6.06277018,3.77366952,3.8905,4.01904162,3.80693994,2.56441383,5.54283577,2.25,2.51036291,6.662,2.533,3.55775572,2.639,5.13944136,2.60406524,2.582,3.44744055,3.83317835,1.49788517,4.4351,3.23229826,3.96809736,3.685,3.98552603,2.569725,4.71197765,4.86489568,1.6473
20220801,6.93137904,37.1827049,6.1203737,3.83786978,3.9861,4.04234791,3.80693994,2.59921818,5.66299035,2.269,2.47578491,6.724,2.5549,3.58309864,2.664,5.18255162,2.62061212,2.606,3.50778472,3.88065678,1.51274167,4.5585,3.2534659,3.97757153,3.729,3.92861317,2.597925,4.79184168,4.92040286,1.6538
20220802,6.87970054,36.59302871,6.08334287,3.78563906,3.9343,3.96983943,3.79190189,2.57441083,5.63140609,2.23,2.43499698,6.618,2.5233,3.53436226,2.618,5.10565224,2.58131328,2.572,3.44632306,3.83094545,1.4926417,4.4794,3.18784622,3.90493624,3.678,3.85381342,2.560325,4.7342926,4.84762678,1.6209
20220803,6.95721829,36.05921657,6.0812856,3.7758458,3.876,3.93876437,3.7745503,2.52627716,5.41488592,2.192,2.42215372,6.587,2.4865,3.4934237,2.614,5.01943174,2.5440828,2.549,3.41503349,3.81637286,1.45593739,4.3439,3.15609477,3.88282985,3.691,3.7936484,2.534475,4.70023294,4.76868324,1.6033
20220804,6.93137904,36.0240429,6.09157194,3.78237464,3.8502,3.96983943,3.78843158,2.50591291,5.40534344,2.201,2.43485584,6.664,2.4992,3.50706989,2.654,5.00894546,2.55132206,2.564,3.44185312,3.8210737,1.43845915,4.3257,3.17302888,3.88756694,3.766,3.81641354,2.553275,4.70845424,4.78225166,1.6173
20220805,6.93137904,36.26405146,6.20266444,3.85092746,3.8865,4.01386244,3.79999931,2.48536354,5.42819163,2.213,2.4786076,6.71,2.5105,3.55580627,2.669,5.05089057,2.57303984,2.586,3.4731427,3.83435356,1.43059394,4.3594,3.21536415,3.94757,3.805,3.86194382,2.579125,4.74133943,4.7933531,1.63
20220808,7.08641454,36.35095111,6.23558073,3.84983932,3.9046,3.99832491,3.84164313,2.56200715,5.46340472,2.209,2.48735795,6.659,2.5112,3.57335136,2.651,5.12079909,2.59165508,2.572,3.48990497,3.85691756,1.47778519,4.4132,3.22383121,3.95546514,3.759,3.84243084,2.565025,4.77774803,4.78595214,1.6323
20220809,7.20269117,36.34060591,6.27878337,3.862897,3.9528,4.01386244,3.84048636,2.62106346,5.59122016,2.206,2.50725795,6.657,2.528,3.58114918,2.647,5.11613852,2.60820196,2.58,3.50666724,3.86819957,1.47691128,4.4958,3.24499884,3.96809736,3.737,3.8196657,2.5756,4.77187567,4.79458659,1.6395
20220810,7.22853042,36.12128775,6.25615342,3.83678164,3.9124,3.96466025,3.85089732,2.61236237,5.50681627,2.189,2.50598773,6.552,2.5005,3.55580627,2.599,5.04739514,2.60820196,2.544,3.49549239,3.81684295,1.46904607,4.4613,3.22383121,3.94757,3.682,3.78714407,2.546225,4.73664154,4.72057702,1.6222
20220811,7.20915098,36.55164792,6.30758513,3.9009819,3.9427,4.05011668,3.84627023,2.6112516,5.53194928,2.215,2.55496147,6.679,2.5432,3.61234047,2.667,5.07652369,2.6268172,2.588,3.52007706,3.85256929,1.44719827,4.476,3.27251677,4.03915362,3.779,3.87170031,2.58735,4.77657356,4.77855118,1.653
20220812,7.07995473,36.44819596,6.22529439,3.86398514,3.8793,4.03198956,3.81503735,2.56200715,5.45493745,2.213,2.57711962,6.715,2.5401,3.60454265,2.672,5.02642259,2.60923614,2.573,3.52231203,3.86114832,1.42360265,4.3869,3.26828325,4.01388918,3.773,3.8993437,2.5897,4.72959472,4.77238372,1.6553
20220815,7.12517342,36.54750984,6.26026795,3.88901236,3.947,4.0216312,3.86477859,2.64457491,5.59726821,2.212,2.6059111,6.657,2.5513,3.60259319,2.636,5.054386,2.63922736,2.565,3.55583657,3.83435356,1.42797221,4.495,3.2767503,4.04862779,3.709,3.84568301,2.58265,4.78596933,4.76744975,1.6564
20220816,7.18331173,36.78958744,6.26026795,3.89118864,3.9695,4.0009145,3.86940569,2.68178594,5.66688798,2.214,2.64486428,6.606,2.5467,3.60064374,2.608,5.0683677,2.65577424,2.556,3.56030651,3.83388347,1.44807218,4.5379,3.28521736,4.0549439,3.692,3.85056125,2.56385,4.77774803,4.77731769,1.6527
20220817,7.13809304,36.79579456,6.27261157,3.88248352,3.996,4.0216312,3.87171923,2.65716371,5.65949592,2.236,2.67901888,6.671,2.559,3.6240372,2.634,5.13478079,2.6578426,2.578,3.5536016,3.82647966,1.44982001,4.5772,3.29368441,4.08968252,3.705,3.91560452,2.59205,4.80476086,4.83405836,1.6688
20220818,7.26082949,36.73165434,6.30758513,3.87704282,4.0234,3.98019779,3.89138437,2.71473899,5.77024243,2.224,2.66419973,6.569,2.5414,3.61234047,2.592,5.15458821,2.66404768,2.555,3.54242675,3.79933234,1.47603737,4.5908,3.27251677,4.07073418,3.67,3.86031774,2.560325,4.80476086,4.77978468,1.662
20220819,7.18977155,36.46681731,6.16974814,3.80957814,3.9014,3.9309956,3.83817281,2.63013481,5.57415122,2.22,2.66589335,6.534,2.5113,3.57919973,2.57,5.03108316,2.6268172,2.537,3.51113718,3.77242006,1.43933306,4.4743,3.24499884,4.05336488,3.621,3.89121329,2.5239,4.72842025,4.74771386,1.6574
20220822,7.2672893,36.71303298,6.24380981,3.83242908,3.9389,3.94653313,3.88444373,2.64494517,5.61662197,2.228,2.68438199,6.576,2.5386,3.61039101,2.592,5.08118426,2.65474006,2.553,3.56589393,3.78816785,1.44982001,4.5628,3.27886706,4.08020835,3.642,3.88796113,2.54035,4.79771404,4.80322104,1.6725
20220823,7.29312855,36.71096395,6.22323712,3.80740186,3.973,3.91804766,3.89716824,2.69622604,5.69470901,2.211,2.69115646,6.506,2.5236,3.60454265,2.556,5.10681739,2.6475008,2.526,3.57818627,3.77077476,1.4568113,4.6394,3.26828325,4.05652293,3.59,3.84730909,2.520375,4.79888851,4.80938851,1.6669
20220824,7.07995473,35.6392016,6.00722393,3.72470322,3.8225,3.85071835,3.79421544,2.59773714,5.51770276,2.165,2.63075081,6.44,2.4746,3.52071607,2.529,4.9378718,2.57407402,2.483,3.5021973,3.69708918,1.3764114,4.4717,3.20478033,3.91283138,3.538,3.83592652,2.478075,4.65795199,4.69590717,1.6375
20220825,7.02827623,35.7343774,5.98253671,3.74755416,3.7573,3.88179342,3.75257161,2.52109353,5.36744233,2.181,2.64444087,6.552,2.4681,3.54410954,2.568,4.92855066,2.57407402,2.504,3.59494854,3.7349309,1.36505054,4.3723,3.21959768,3.95704417,3.573,3.92048276,2.52625,4.65912646,4.72921147,1.6551
20220826,6.9119996,35.6971347,5.94344861,3.72905578,3.7446,3.87661424,3.74794452,2.49573079,5.29836016,2.188,2.65177988,6.608,2.4566,3.53826117,2.58,4.9297158,2.56269804,2.519,3.58489117,3.73363817,1.35718534,4.3515,3.21113062,3.93809583,3.581,3.9351175,2.5192,4.66617328,4.75264784,1.6551
20220829,6.97013791,35.79644858,5.98665125,3.7704051,3.7805,3.85330794,3.76529612,2.55737891,5.40399943,2.19,2.65319123,6.551,2.4494,3.53631171,2.553,4.92855066,2.57614238,2.515,3.59718351,3.74832828,1.36505054,4.3312,3.20901386,3.95704417,3.568,3.8993437,2.50275,4.64620728,4.73661243,1.6497
20220830,6.91845941,35.9081767,5.95167768,3.73558462,3.7448,3.84036,3.74331743,2.51609503,5.30413941,2.183,2.64020683,6.527,2.4353,3.52656444,2.549,4.89942211,2.55545878,2.513,3.51560712,3.73904413,1.34407666,4.2834,3.19419651,3.93967486,3.554,3.93186533,2.4957,4.64385833,4.71317607,1.6427
20220831,6.75696409,35.13642505,5.82206977,3.69749972,3.5922,3.83000164,3.67275428,2.35244056,5.03802523,2.156,2.60125366,6.632,2.424,3.49147425,2.596,4.78057763,2.5027156,2.517,3.47426018,3.72588179,1.27154196,4.0824,3.16456182,3.85598638,3.611,4.01642158,2.515675,4.56869219,4.65396841,1.6284
20220901,6.74404447,35.00814462,5.78709621,3.67900134,3.5846,3.78856822,3.64499172,2.37447097,5.03923484,2.141,2.59292671,6.54,2.3957,3.47392915,2.561,4.71765996,2.49133962,2.483,3.46643779,3.7006148,1.26455066,4.0656,3.14127742,3.84493318,3.568,3.99040427,2.4957,4.54755171,4.56515693,1.6128
20220902,6.76988372,34.79089549,5.79532528,3.69205902,3.5772,3.79633699,3.6461485,2.37724791,5.02324111,2.133,2.60831039,6.453,2.3758,3.46808078,2.536,4.76193535,2.4923738,2.463,3.45191049,3.68110634,1.29338976,4.0475,3.13492713,3.88282985,3.532,3.97739562,2.47455,4.54285383,4.56268994,1.6073
20220905,6.80218278,34.80330973,5.81589796,3.67682506,3.6143,3.77820987,3.65193236,2.43019495,5.07189431,2.109,2.60845153,6.349,2.3605,3.47392915,2.496,4.72698109,2.50064724,2.449,3.49325742,3.66935425,1.29076802,4.0845,3.13704389,3.85598638,3.473,3.99365643,2.444,4.53933042,4.5010153,1.6066
20220906,6.95075848,35.42195247,5.92904773,3.70946926,3.6926,3.8170537,3.70977101,2.55960047,5.27578078,2.136,2.65149761,6.373,2.3715,3.51681716,2.501,4.78174277,2.5389119,2.466,3.53236939,3.70872374,1.34232883,4.1744,3.17302888,3.8970411,3.474,4.01967374,2.461625,4.59335608,4.55528898,1.626
20220907,7.04765567,35.55850907,6.01956754,3.72252694,3.7505,3.85589753,3.7444742,2.60106948,5.36314149,2.144,2.68057136,6.327,2.3768,3.52461498,2.492,4.85631186,2.5544246,2.471,3.55136663,3.70026224,1.36767228,4.2761,3.17937917,3.91125236,3.466,4.00016076,2.461625,4.63093915,4.5700909,1.6306
20220908,7.0670351,35.35160514,5.98665125,3.73014392,3.6935,3.85848712,3.74216066,2.58774015,5.302661,2.129,2.67619618,6.335,2.3632,3.51486771,2.486,4.80970618,2.53270682,2.468,3.5167246,3.70602076,1.35631142,4.1975,3.16032829,3.87335568,3.453,4.03756064,2.45575,4.61214762,4.56515693,1.6233
20220909,7.02827623,35.69506566,5.98870852,3.74102532,3.6537,3.88179342,3.76298257,2.51720581,5.23142842,2.151,2.69299121,6.43,2.3806,3.54216008,2.541,4.8132016,2.52960428,2.496,3.54466172,3.71142672,1.34582448,4.216,3.1836127,3.90019916,3.537,4.1383777,2.508625,4.61449656,4.57872535,1.6403
20220913,7.04765567,36.00542155,5.98870852,3.75081858,3.6506,3.85848712,3.7571987,2.49813747,5.21852591,2.17,2.6848054,6.47,2.4007,3.55190736,2.525,4.83184387,2.53994608,2.502,3.54577921,3.71765533,1.35194186,4.198,3.19207975,3.89862013,3.449,4.14813419,2.532125,4.64150939,4.637933,1.6495
20220914,7.11871361,35.81506994,5.95579222,3.7595237,3.611,3.84812876,3.74563097,2.4600008,5.1193379,2.153,2.67040966,6.413,2.371,3.51876662,2.5,4.75610964,2.5078865,2.487,3.52678197,3.7169502,1.34145492,4.1193,3.16244506,3.87493471,3.465,4.12211688,2.510975,4.6168455,4.57502487,1.63
20220915,6.95075848,35.19435815,5.75623718,3.6942353,3.4221,3.7704411,3.68200846,2.26283788,4.77943752,2.128,2.60774585,6.421,2.3451,3.45638405,2.492,4.63027431,2.45514332,2.468,3.47649515,3.63844626,1.28377673,3.9115,3.11799302,3.778614,3.441,4.16927325,2.506275,4.515841,4.51458372,1.6067
20220916,6.9636781,34.5964058,5.70686274,3.66267924,3.4156,3.7031118,3.62301304,2.26394866,4.76626621,2.09,2.56145367,6.292,2.2969,3.38620367,2.433,4.5580355,2.42618628,2.423,3.39156631,3.59766652,1.27678543,3.846,3.05660687,3.70439969,3.381,4.03105631,2.4393,4.46533874,4.46401052,1.5698
20220919,6.87324072,34.59226772,5.64514468,3.64635714,3.3848,3.66167838,3.61028853,2.2359941,4.74341802,2.091,2.5538324,6.319,2.3041,3.36865857,2.419,4.5440538,2.4199812,2.432,3.3848614,3.57098928,1.26892022,3.8748,3.05237334,3.69018844,3.313,4.03268239,2.400525,4.4547685,4.46401052,1.5702
20220920,6.87970054,34.58192253,5.67394644,3.67573692,3.4605,3.69016385,3.60681821,2.35503237,4.89838249,2.092,2.56568771,6.38,2.3232,3.39205203,2.439,4.59998062,2.43445972,2.446,3.413916,3.60224983,1.28814629,3.9649,3.06719069,3.71703191,3.322,3.97414345,2.40405,4.47003663,4.52445166,1.577
20220921,6.82156222,33.97155594,5.5916557,3.63221132,3.4104,3.64355126,3.60219112,2.31708082,4.8501325,2.076,2.54931609,6.29,2.2963,3.36086075,2.39,4.5661915,2.43239136,2.418,3.41503349,3.55688677,1.27853326,3.9236,3.06295716,3.721769,3.214,3.9790217,2.3641,4.42775567,4.47141147,1.5682
20220922,6.94429866,33.83913742,5.60399931,3.64091644,3.4603,3.62801373,3.59293694,2.35929035,4.90295213,2.058,2.55044516,6.197,2.2778,3.35501238,2.354,4.54172352,2.42722046,2.392,3.41838594,3.55371371,1.28465064,3.9312,3.05449011,3.69176746,3.162,3.95950872,2.341775,4.42188332,4.44304114,1.5593
20220923,6.89262016,33.54119577,5.54228126,3.6071841,3.4036,3.5891699,3.55013634,2.3163403,4.85792776,2.041,2.51727851,6.204,2.2741,3.32187164,2.352,4.47647556,2.40757104,2.379,3.36474667,3.53032705,1.26542458,3.8937,3.03543923,3.63808051,3.134,3.97089129,2.339425,4.39721942,4.3986354,1.5519
20220926,6.86678091,33.60740503,5.57519755,3.6126248,3.4886,3.62801373,3.53856861,2.40149987,4.97095908,2.05,2.51050404,6.295,2.3031,3.33161892,2.379,4.52424639,2.39826342,2.406,3.35580679,3.57827557,1.28639846,3.9697,3.01215483,3.59860481,3.182,3.92861317,2.372325,4.41601096,4.47511195,1.5478
20220927,6.97659773,34.3170855,5.68423278,3.67573692,3.5148,3.70570139,3.58136921,2.38761516,4.9489173,2.09,2.56103027,6.47,2.3482,3.39400149,2.465,4.54055837,2.42204956,2.469,3.40497612,3.65325389,1.29688541,3.9802,3.04178952,3.68703038,3.336,3.95300439,2.4299,4.48295581,4.59846123,1.5645
20220928,6.83448185,33.44601996,5.52376584,3.60609596,3.4251,3.63578249,3.5131196,2.3019002,4.8020169,2.053,2.51078631,6.421,2.3154,3.33356837,2.44,4.42986988,2.37240892,2.433,3.35804176,3.60648058,1.26542458,3.8073,2.98887043,3.63018537,3.316,3.94162182,2.40405,4.40778966,4.52938564,1.5397
20220929,6.87324072,33.48533171,5.57725482,3.60827224,3.4568,3.62801373,3.52121701,2.31615517,4.85470213,2.048,2.52108915,6.399,2.316,3.35111347,2.454,4.43802588,2.39102416,2.433,3.37592152,3.61035877,1.27503761,3.8364,2.99945425,3.66808204,3.375,3.90747411,2.400525,4.43597697,4.50964975,1.5429
20220930,6.72466503,32.95358861,5.43118876,3.54842454,3.3346,3.57622195,3.48998414,2.21488934,4.68844797,2.035,2.51459695,6.364,2.2914,3.31212437,2.443,4.33432824,2.35999876,2.408,3.33233961,3.56194017,1.23571157,3.7104,2.97616985,3.63650148,3.349,3.9432479,2.388775,4.353764,4.45044209,1.5294
20221010,6.62130803,31.98320919,5.21517557,3.42437658,3.2365,3.47004882,3.44139968,2.17416085,4.54974604,1.996,2.49272107,6.121,2.2052,3.23024725,2.339,4.17936435,2.3320759,2.324,3.25746813,3.4478274,1.19725944,3.6219,2.92748428,3.57965648,3.265,3.8993437,2.3218,4.29738939,4.35176267,1.4992
20221011,6.61484822,32.2314939,5.21106103,3.42546472,3.2957,3.49853429,3.40785326,2.20304105,4.60054965,1.995,2.5164317,6.133,2.2161,3.23024725,2.336,4.2166489,2.35482786,2.314,3.24852826,3.47238926,1.21561159,3.693,2.94018486,3.5922887,3.237,3.87007423,2.31005,4.34319376,4.37149855,1.506
